id,hash,language,author_name,author_age,author_sex,receiver_sex,text_raw_numtokens,year,month,day,text_type
266,6edd1babac52ba6f1aff328d64be1fee0285800fbbdeefd3929c11ecbfef0417,en,George Orwell,46,m,m,454,1949,2,25,letter
268,c45bb10fd7819bd69ad89b92b55908cefd56d63a0f46326df577d76c2dfa86b2,en,George Orwell,46,m,m,799,1949,3,3,letter
107,0b6cd95454fd7082735ef640c01373d7be4b8e9abb9da73111f5f689b9e67485,en,George Orwell,40,m,m,442,1942,9,4,letter
272,29ce14f1707878ceed0ac994836b73a15ee8d90e27b70b342b1d7c2f646f5710,en,George Orwell,46,m,f,1184,1949,3,30,letter
273,580e04452b5ef086d73bf628f8d407304a89181c2edcfcad0fc0314fff753d6d,en,George Orwell,46,m,m,645,1949,3,31,letter
274,4367b592a895db66acd98d1b79ccf7fbebe00e7ca4c3e06d60d39afb54b5e593,en,George Orwell,46,m,f,700,1949,4,6,letter
277,49b9f80405511c83b8c55fab84b2a35d08d4f1349ec3652ef41a02a6d46aaf39,en,George Orwell,46,m,m,1203,1949,4,17,letter
278,55012571722ee1f4c1d8852ddcc381fc43540410888f2b1743616aa9edd804e5,en,George Orwell,46,m,f,848,1949,4,17,letter
279,563b73710f16e0e37294a6f91de0b654a748f85153ac60d300901b7729c7a0c2,en,George Orwell,46,m,m,493,1949,4,25,letter
108,7ded138642458fc4ebdec48c4386292e7ecc0ef33b5c269be14923ae94859bf7,en,George Orwell,40,m,f,296,1942,10,7,letter
113,bd2c9b13f0310ad34e3a6edc76f6d44a0a7d84ec5d6630027028907be337d4a8,en,George Orwell,40,m,m,422,1943,5,26,letter
114,ee8f475fa28d3a0f8e231237eace1e6195a34a9d844aba528347b73c13e5420b,en,George Orwell,41,m,m,750,1943,7,11,letter
271,516db5745e148b564096eb2bee0c4c7781bc365d6a72815e29e8ee7066caed3e,en,George Orwell,46,m,m,370,1949,3,17,letter
275,aecee2a4dcbd1c3cad7f13aec0ea1376e37a4b3b2b0f9e566ca8fe915cdc1952,en,George Orwell,46,m,m,441,1949,4,,letter
280,c11a9a2534a0420409f3be5f1bc0cecb45d40b6b7c97f9b355529a270aa46cc5,en,George Orwell,46,m,m,138,1949,5,2,letter
281,a4ab692d5ea2df91f8eabf6ee47709eee08a5127534fd78a5a97d8807e11dc36,en,George Orwell,46,m,m,939,1949,5,2,letter
282,e04800c29d4f03875d12bd2ebe29b02dbbfa424be2bdab426a1064c0dc5bdd37,en,George Orwell,46,m,m,474,1949,5,16,letter
9,36c288af021f2a0bb863c3c530df8bb83c3f5dd9872a25ed70c77a8b6887e422,en,George Orwell,30,m,m,377,1932,11,1,letter
121,83d1f8fa4352f2ba33f2d86e21139f0c7b3a77b1b3f19f5b72a616cfab51653b,en,George Orwell,41,m,m,311,1944,3,1,letter
123,bc06a4ed32a175070bc2fe711a1eaea10a9468a8e18cbd26bb5ac6b2d70d63f2,en,George Orwell,41,m,m,529,1944,3,19,letter
283,78df35697ce7f31f9340a513e8ffd23978e457e352089183d4daa59e85ff5272,en,George Orwell,46,m,m,219,1949,5,20,letter
214,982265a0d6b297259537d848bbe2e2261f8636e9ff5ec30d4c28ee1dbd29338d,en,George Orwell,45,m,m,225,1947,12,23,letter
295,bbd13d8a656380d25bcd5379aad761b42fa21e85144165a7a8d50dcad6419522,en,George Orwell,47,m,m,429,1949,7,27,letter
299,9e5950aecc70168c0e0222e409a9a9d046989e2621aadd69004c8be96c506e34,en,George Orwell,47,m,m,498,1949,9,17,letter
1,c59d7cd546a72b6aea9b308af9ec9b16dd23e2ed1a15657d764ac83b7affb2de,en,George Orwell,9,m,f,249,1911,12,2,letter
111,2bf630ff42be73b2c76f190e6bf50af307ebdefc69f37fe8bcc367ce4915540c,en,George Orwell,40,m,m,343,1943,3,3,letter
127,e701fa011d661fc670143ec830015238506e758225a2b7f963d1eb544aaced1f,en,George Orwell,42,m,m,413,1944,6,8,letter
129,96733dee65386229069384f40986a7e8e77419966926bdfc57e81066ee42eaa9,en,George Orwell,42,m,f,217,1944,6,28,letter
130,27c38da82e3e7211684a1467bff343219089eab1c2a01a2c6ea2fdbd8d18f9b9,en,George Orwell,42,m,f,348,1944,7,14,letter
131,7ab9b9fd417b9af7410252c10438ee013786d3e790051707c939274c2c0a81c1,en,George Orwell,42,m,m,89,1944,7,21,letter
133,b3207f7ff444a4af4bedda0cac917723cd8b59d8c58ea00acdbfd42059c3429c,en,George Orwell,42,m,m,183,1944,8,15,letter
134,20e3f6e9090082946e58f5c13ea7e60d09ee0f2dddb553c6f39a794f01688a81,en,George Orwell,42,m,m,242,1944,8,29,letter
232,f8d85771d71956ca55bb3a2f343b269dbbe034205ef428fac647e2a4b7a7c0c6,en,George Orwell,45,m,f,254,1948,4,5,letter
136,bee3afb4d46fe4d979b348d8adaeb22d79580689f5c44725f3a6ba2ef02d37b8,en,George Orwell,42,m,m,317,1945,3,2,letter
137,744f158088cb69ec996b187c5e85ff900185142f9c6deb38bc3c223df6dede67,en,George Orwell,42,m,f,773,1945,3,12,letter
143,1103d4eeb749bdf13c6afc40e2e8b8c6e4895f45a81dba82ddf9607d5edbeec9,en,George Orwell,42,m,f,391,1945,4,1,letter
144,dbcd9aa81dfec2816fe374cc99d7203f1b9ffd3b66a7061b2a0077a7526935f8,en,George Orwell,42,m,m,485,1945,4,13,letter
145,4088cbb6ef20090d2feddd41a673739c5a806a7da2eb5ea6bc6ef24eb1e50627,en,George Orwell,42,m,f,473,1945,5,11,letter
45,23925409175163ebab30b6cc3ce0553c186245ce98fcc4cacb8ecb07009f2be1,en,George Orwell,35,m,m,331,1937,12,10,letter
151,2734771b6357559aa82aedd686ca058743c2540b61df17a3033b73f7a990a620,en,George Orwell,43,m,m,367,1945,9,1,letter
154,153a1012bd6f6ef99ee69b4d395ec15705f2398cb0d0583044c12091e729cb23,en,George Orwell,43,m,m,338,1945,12,11,letter
159,f92c54ff28a50118f8f03f35f135478fe4cd2327cff112c25e0e094062009c4b,en,George Orwell,43,m,f,695,1946,2,19,letter
161,17232987c44e0f0a99e4358d6a0a921cf6d1d3d15b45ea2bae82256b9e5c6ab1,en,George Orwell,43,m,f,1012,1946,3,15,letter
166,e596318d1f445c7679ae3948427d6ed7d2875001d3beed8d7e9a8d82f6116ca8,en,George Orwell,43,m,m,645,1946,4,9,letter
168,2102a93bde6cd60a41f5ff0ade72dc0ac20ed46d61729485dd2d5783482fcde6,en,George Orwell,43,m,m,959,1946,4,13,letter
56,af980446eb215ba4836fc47602a9ac5cb8851351d37f4cc39e582bfbae959c5c,en,George Orwell,36,m,m,619,1938,7,5,letter
79,6c1f52acd19f1df2dd56ba205d3ef14573065469adfc95b8e44d591987e5ec1d,en,George Orwell,36,m,m,757,1939,3,19,letter
122,d411761d1f40e9fa2d1b338db4fde62b8641bc3ee37e118fd975ed4104f35c8a,en,George Orwell,41,m,m,213,1944,3,7,letter
172,de5ebd8a2ca8407bb7e50a3d9ac857e3ef2be6c7ada87b7726665f1ff8e2733c,en,George Orwell,43,m,m,265,1946,5,23,letter
175,9651a4311120397ef4d97c4fa2043992aba1ff6591f0d5d143f147db22edc0e1,en,George Orwell,44,m,f,435,1946,7,5,letter
176,9c4e634281ef5a749557450006afa2bb1ee3fca7c3083d860bdf61aea13fe7eb,en,George Orwell,44,m,m,770,1946,7,5,letter
177,eb4c4e0efc7758329d9a74cbbb90bc3aa21fc51cfa7336533667b04054c61fda,en,George Orwell,44,m,f,611,1946,7,29,letter
180,d8ad04537c7049f3ac28c50c4878f3a7dfe5c3e8a79ea69090a7b1b55dd5a57b,en,George Orwell,44,m,f,930,1946,8,17,letter
181,345bf6c435163c7765dae01a4bcdcea8fdab11deff8a58669dcc9eb134ffda7a,en,George Orwell,44,m,m,493,1946,9,2,letter
183,f098e9dfe6ccabeaf8c3fec35f650ed86a13c66f3e01fb112b812e9626c9cc10,en,George Orwell,44,m,m,393,1946,9,26,letter
185,cdc5c49b39bc21047ed471b45e22a9805d2a0abd2a9f3e12ee30af7bc18fe8ff,en,George Orwell,44,m,m,922,1946,10,15,letter
186,96e07054ecae84db709c2464410a87b87bd6a0149425d0d3a0e4e9f53a1e2b14,en,George Orwell,44,m,m,345,1946,10,18,letter
187,f0100e74c890e3a35a0a1add2f13b56af224daacbec669a82ba738f64be778e2,en,George Orwell,44,m,m,350,1946,10,23,letter
188,2c4dcf84f5f64ec91334425d731fd29b1fb5aa588a2eaa5ba5b9246ef45618b4,en,George Orwell,44,m,m,1080,1946,12,5,letter
189,ceb89c939647f4d518691e89cac264661ea2dfb8a8826ec668c1ab6c545509fa,en,George Orwell,44,m,f,373,1947,1,24,letter
190,3410a29d1d517e75368a16afb7a8f2a66fd764a86b8efd25fed9a9b4584d41e7,en,George Orwell,44,m,m,495,1947,1,25,letter
191,63cb8ebc2d6ff48fa6474b6994eaebf4ccd364ccb05197841deda0374aed4aab,en,George Orwell,44,m,m,773,1947,2,21,letter
192,040deabe3c37fce431035ffac37d458155015bcdb793513c8e86cd53f48b3c7c,en,George Orwell,44,m,m,397,1947,2,26,letter
193,172c6f59d2086b11bb9f9fc2799d4add05f9615f29c63aabf502619d8e06c3c2,en,George Orwell,44,m,m,581,1947,2,28,letter
195,90465f26fb8a5467829cb152689620e2664f69e20b736c3bf738c377e1ca1938,en,George Orwell,44,m,m,895,1947,3,14,letter
87,9071919d0e1f9be10ffa842a34e887554e95b6ad6344903d83ecc1234137a93c,en,George Orwell,37,m,m,382,1940,1,8,letter
128,d522183c7597a9485906cad3058e97efdf53cbb06889884cd2aeebe8b382b46a,en,George Orwell,42,m,m,167,1944,6,24,letter
196,f6272ad8d0a855408b0b42a21e7e5cd9b779e3dcd169b29ef3902ef41c5e40b1,en,George Orwell,44,m,m,257,1947,3,19,letter
153,f3b448dbd2e7eb76bcdb5142643fdb384e1b948250e9a7259431254256fe0b8a,en,George Orwell,43,m,m,534,1945,11,29,letter
197,ed1e6cbca76c760d693baaf729720bb3010018ef50db31e86949a246585ad4fc,en,George Orwell,44,m,f,347,1947,3,20,letter
198,bcd6f20e2e26c2db385045080d0e10ebb8d4d32e57d5038c0f1a7a19d713351a,en,George Orwell,44,m,m,437,1947,3,21,letter
162,5ad5abd6694e88ca82a50952ae0d8717af7c4fad8f96b343732d8f2056ebd566,en,George Orwell,43,m,m,336,1946,3,22,letter
199,11be828d70a8bca8c7d8e11664c98993341403630a85a64280f3b6bdb32b079f,en,George Orwell,44,m,m,469,1947,3,25,letter
200,f35a3979397e044d87e3aa5f17eee905bb21727fbeb23aa527be7f7d435b43f7,en,George Orwell,44,m,m,35,1947,4,9,letter
202,75579eeff7bec91e177e7d416bec553fb0ca59ea4342a814e14b912fbb734d95,en,George Orwell,44,m,m,1093,1947,4,15,letter
163,de1ba85dbc80057dc9e6c1b46e83216261b94c2d8e58301b4a9b6ca237573440,en,George Orwell,43,m,m,389,1946,3,31,letter
203,2f90cc826403feae8d48e7e84e25d1b4627785a9851f079e0631f5bc9211cf09,en,George Orwell,44,m,m,512,1947,5,31,letter
204,43c29d7b50cc2d96514a4a04f294a6c2c99a29e77b1c66d46bdf029530fe961c,en,George Orwell,45,m,m,672,1947,7,14,letter
205,5a250eddd1aa62e31fe0e8a1a33f7c80a9979f244c93c6bb2a2f89b1bc5ece32,en,George Orwell,45,m,f,268,1947,7,28,letter
179,84ea58dcfbdbf423f0e9f86a7ad20d5cdb3598d4bf73acde6ff47f98f95ef95a,en,George Orwell,44,m,m,479,1946,8,7,letter
182,02182d0f29431351a145862909b48af8cee9745a4819b06f85014f69041811a1,en,George Orwell,44,m,m,546,1946,9,19,letter
206,2701b2e39712063718e9ed11114a3873a07bcd3a21b7596633fa92b058672c95,en,George Orwell,45,m,m,210,1947,7,28,letter
207,539ffc02aaf5e421e5bfc160a964d39a1d8a0491b2a2e79d9befc569f383b97e,en,George Orwell,45,m,m,783,1947,8,9,letter
208,e17a7dd7fff48f7cb5734b22a6644e8da0b6d5430ef27dd0490fddd01768485b,en,George Orwell,45,m,f,556,1947,9,1,letter
209,be9f47e14fd84f32d3f2e24142a6fd3b1dd5496a05cf9768d0653225b3596286,en,George Orwell,45,m,m,419,1947,9,20,letter
216,428f6f1b97265109d8c91d09654f2d87e55752e49cdcad67ddf5f91dd8b6cf3e,en,George Orwell,45,m,f,705,1948,1,1,letter
217,32c1094907c9a53787f772d4e6896bc826d3487d4876349980399b0f29cb4343,en,George Orwell,45,m,m,1027,1948,1,2,letter
221,eb2a0d1e9c301671e92e8490226b3c3472c3430a777c2b4dde9b8e6cebc563e9,en,George Orwell,45,m,m,232,1948,1,28,letter
222,64167f9ba7638db0bbdbc2d92439d00581d3f0b00e79b77a3f0704a342562865,en,George Orwell,45,m,m,493,1948,2,1,letter
284,5ff05e25689019cfa1fec120190c44e1d1d2c2bbcfbb7ce7310c8cc97c5290cb,en,George Orwell,46,m,f,304,1949,5,22,letter
223,3140700d9a4af3b01e74e933f4fec5bad17547a32b8fc10690391d95219d68e8,en,George Orwell,45,m,m,414,1948,2,4,letter
224,a7e95d7f0ef3eb9b1280af46deb17f7148a45ba1d7096b928fec77fecde03b26,en,George Orwell,45,m,m,226,1948,2,9,letter
226,0b8eb75c9b6aa5f196a861b20227c0970bab0bd96697578e39ec9342eb8ff51a,en,George Orwell,45,m,m,415,1948,2,16,letter
227,6c1ed387da736d5bbe3012f65f193345cbdc770b55ec961553d51fe5edcfdf43,en,George Orwell,45,m,m,254,1948,2,20,letter
229,e43c2ed69ed73d3cda9bad6d92d0444c3863a33c1b241e35777aecdba2e64599,en,George Orwell,45,m,m,604,1948,3,7,letter
230,abc511f79cee6fa31537ea1aa803ab3cb12885841a9d175324a7f8a07dfda560,en,George Orwell,45,m,m,242,1948,3,19,letter
117,34bfeeeef946314504ed718960d6a84e968a993c530732feb032c23489208748,en,George Orwell,41,m,m,593,1943,11,16,letter
118,3ccfa80c2b10ff0c22ac5c0cbae774d5c868cec2ffff6af0a898541df2a9c671,en,George Orwell,41,m,f,468,1943,12,11,letter
132,89409325df3dc70428f4cfd0c7e9a1c2a0a035d446b9c0bfc9f131e87ca74549,en,George Orwell,42,m,f,1051,1944,8,9,letter
231,4c79aab15d8518bb8209e97fabe8fafeffaa9e2c1ae626dc157e0735d47e375d,en,George Orwell,45,m,f,317,1948,3,27,letter
233,c2451062a8f38344b7cad2a795d9afc0ee61e546977d9d63a61532e839e9190e,en,George Orwell,45,m,m,221,1948,4,14,letter
235,2f7e9b0941a35d167719fde267edf99bd9879694ff4780824bc14dbb2ff18a87,en,George Orwell,45,m,m,344,1948,4,21,letter
239,7683acc05bcae8306dcf1eada5ebaf5f80912cc2ee70502ef5f2db3d47375407,en,George Orwell,45,m,m,210,1948,5,12,letter
285,e8ba86e5aea5ab637f877c5758ff1375aa8b9e4ef96538a890cbd65a6cc81a37,en,George Orwell,46,m,f,273,1949,5,24,letter
150,edf4cc2add7c5c4224fa1c7b6c79e879b99835f2f0059ed7cb37dbeaaeb3b729,en,George Orwell,43,m,f,440,1945,8,1,letter
243,b61cff6664183fbf91d0a64ff629a4d95aa8d2b4ed77116920481843b0b1d73b,en,George Orwell,46,m,m,517,1948,6,25,letter
248,86e7860892efd50acfa5ed98a6d379aeafbf6a55734bbc3f07850e6cce7367bf,en,George Orwell,46,m,m,352,1948,10,22,letter
250,a06bdaa5242b36c8082d2edc1a3d93cee077814b367652148819ab73b4d6317d,en,George Orwell,46,m,m,817,1948,11,19,letter
251,3f0d2eee4803ecff75f72046e98aaef9d0ae0ad73ff28a27febf8140d24b1687,en,George Orwell,46,m,m,199,1948,11,22,letter
252,40fe8b5afa259a30e6e2a11eee610786ee03569f64a2b2bd38aa45d91c32ee28,en,George Orwell,46,m,m,439,1948,11,30,letter
253,29981675e6caa98fe8afad3bad248a241f5c586a6a4d2ef62c3d3be9fcfa4781,en,George Orwell,46,m,m,372,1948,12,21,letter
254,8c6c7f73cbcf14a444afa067378c82b626b1574b8e9d0f271ef2020843e29afa,en,George Orwell,46,m,m,355,1948,12,21,letter
255,da58e0d4ada95b3b23a9fef0dcaa005f8eeb88ebd64ae3be88e6f911cc6f80c0,en,George Orwell,46,m,m,281,1948,12,26,letter
257,e1f149caf088648ae71c8e2b5b0c1a76ee6445aaa4a32fb5a1dbab4a8ea01a8c,en,George Orwell,46,m,m,233,1949,1,12,letter
258,50ad393cca6bf91a8c424037115553e0d61f0d2fc202236b079fc5e74e56804d,en,George Orwell,46,m,m,282,1949,1,17,letter
211,3e8fbf7e67cd999e51faba57e3367f6ff4bd84d375ae49e2e5b46c48279a4004,en,George Orwell,45,m,m,343,1947,10,22,letter
212,c7777c1f2594f0bf2a408625f1e5bdaf5c02278b8e636440e750def93e3c1285,en,George Orwell,45,m,m,469,1947,11,29,letter
213,993042ed7c632f1e01bfaf4614bbeb141783a85f4ea10c5471ddc7dad6040ce4,en,George Orwell,45,m,m,244,1947,12,7,letter
215,07df8eca2b4f2d616f86283f86fdc74c22cf767684aedebced1fb6b5000819d7,en,George Orwell,45,m,m,791,1947,12,31,letter
267,65943ef3f176b2136940449fd8b1be4771dc65295f0a2e36d909ea907bb3590b,en,George Orwell,46,m,m,249,1949,3,2,letter
269,9f5c5ca8cde9175abbcc4b8f5848c968c2d64860826836baf22d9d90981f8ab2,en,George Orwell,46,m,m,643,1949,3,12,letter
220,64849d7f57be600f07368df97cb3113668253e5a2d0e08af339aec1f735c44b9,en,George Orwell,45,m,f,891,1948,1,20,letter
263,57966939620b7b1c1469e472aa17e6849a413a36daa27da825119f2f52595a9e,en,George Orwell,46,m,m,343,1949,2,4,letter
149,9c9ccd562ae4f66ee529558d831c553b3678edda4860c5fdf3ed56f2a0b477b9,en,George Orwell,43,m,m,756,1945,7,3,letter
164,aaf7e0002ddeb598764e0221980d9e0971500fb1c65cd2fa936840f3b7f3bca3,en,George Orwell,43,m,f,676,1946,4,8,letter
165,506f8dc44b87bb7cdd2dff4d1896141d32d56c244d78da0d01a9d16ef84405d9,en,George Orwell,43,m,f,652,1946,4,9,letter
167,0e09cbf1cd2df5425899521ca39e53c8cbe75c81cf4c55d6e6e9c9ca54974f1d,en,George Orwell,43,m,m,905,1946,4,11,letter
169,08a303701bb8c93bdc9a2bc75a8ebd445df1adc225b132fdf2edf4156466a1b2,en,George Orwell,43,m,m,1771,1946,4,18,letter
171,15ba39b46c947bee1f8b232c5335056f2a596a58218037e267c7e5fd0523e91c,en,George Orwell,43,m,m,490,1946,4,30,letter
174,293e0a04bbc9b5049d2d3d45644dca45a703282845b5c526b9c8d55097374e61,en,George Orwell,44,m,m,463,1946,7,1,letter
194,dc124e762cc023af6e69eac53405367f6f9508397b04cfcb2cc8c108f36f19ed,en,George Orwell,44,m,m,327,1947,3,13,letter
291,bd781d820ceab835183ccaeb19218335b85dfaeb1fd80641b192fed039bf4955,en,George Orwell,47,m,m,370,1949,7,18,letter
294,bfefa570a04ac49d53ac5d23b33f4cc3ce2e4e4da458146bc7af79d390d2d7ea,en,George Orwell,47,m,m,428,1949,7,27,letter
296,de212c7fab7eb3c11f342c8e637ee1b6a65d60bf45110740709c189c51395315,en,George Orwell,47,m,m,250,1949,8,22,letter
297,0b332b7c44cdc3522f543e516a0e6a77818d99792d3bd35ca7ba36eb30393871,en,George Orwell,47,m,m,409,1949,8,30,letter
298,dc0566d67dbca647daf223313072537a68dfbfa19e61a8efb99b9ac778d55ec5,en,George Orwell,47,m,m,375,1949,9,5,letter
300,a51a885fbda1c612382d00ae1fd55a68bffe53ff652f96d4a4e09fb924f109a6,en,George Orwell,47,m,m,295,1949,9,24,letter
301,83effb3a7f473dee8594e7bd38646e14a3a46cfe6d286f575425fa2f5567e85e,en,George Orwell,47,m,m,378,1949,12,8,letter
302,0214c8e181acef6eebaa132d91f1021f05fa88712e19ec5d21499a168104e009,en,George Orwell,47,m,f,238,1950,1,6,letter
